2024-04-29 00:00:01,90974500.0,10465.857792332768
2024-04-29 00:00:06,90989500.0,-6280.644833445549
2024-04-29 00:00:11,90986500.0,-2631.7068443596363
2024-04-29 00:00:16,90986500.0,-1023.7617585510015
2024-04-29 00:00:21,90987500.0,-1441.9326554834843
2024-04-29 00:00:26,90991000.0,-2684.3304321467876
2024-04-29 00:00:31,90992500.0,-3092.989568322897
2024-04-29 00:00:36,90995000.0,-3976.009733811021
2024-04-29 00:00:41,90992500.0,-8210.30820722878
2024-04-29 00:00:46,90977000.0,5996.096603184938
2024-04-29 00:00:51,90976500.0,6259.010456889868
2024-04-29 00:00:56,90975500.0,7597.861722260714
2024-04-29 00:01:01,90976000.0,8390.399781122804
2024-04-29 00:01:06,90975500.0,8187.6805999577045
2024-04-29 00:01:11,90992500.0,-3815.8945290893316
2024-04-29 00:01:16,90973500.0,12187.949437558651
2024-04-29 00:01:21,90973000.0,7730.086941257119
2024-04-29 00:01:26,90972500.0,7897.517021924257
2024-04-29 00:01:31,90972500.0,5944.30710747838
2024-04-29 00:01:36,90972500.0,6734.638660386205
2024-04-29 00:01:41,90992500.0,-917.5304802805185
2024-04-29 00:01:46,90993000.0,-1770.5054668933153
2024-04-29 00:01:51,90993500.0,1747.2351191788912
2024-04-29 00:01:56,90993000.0,3878.9535938203335
2024-04-29 00:02:01,90995000.0,781.0301424562931
2024-04-29 00:02:06,90995500.0,-2693.474621579051
2024-04-29 00:02:12,90996000.0,1637.0994775891304
2024-04-29 00:02:17,90997500.0,970.2121061086655
2024-04-29 00:02:22,90998500.0,2984.8178642243147
2024-04-29 00:02:27,91000000.0,4004.5314840972424
2024-04-29 00:02:32,91001000.0,6361.734465032816
2024-04-29 00:02:37,91002000.0,2280.7221193164587
2024-04-29 00:02:42,91002000.0,-228.92081360518932
2024-04-29 00:02:47,91010000.0,5816.74831110239
2024-04-29 00:02:52,91028000.0,12199.938669323921
2024-04-29 00:02:57,91045000.0,278.2015673369169
2024-04-29 00:03:02,91046000.0,-802.0053159445524
2024-04-29 00:03:07,91045500.0,-8096.192491024733
2024-04-29 00:03:12,91035500.0,-6756.153948619962
2024-04-29 00:03:17,91012500.0,2535.084478393197
2024-04-29 00:03:22,91012000.0,1354.7148710042238
2024-04-29 00:03:27,91010500.0,-6958.157065793872
2024-04-29 00:03:32,91024500.0,-22215.162510052323
2024-04-29 00:03:37,91011000.0,-1265.3800437003374
2024-04-29 00:03:42,91004000.0,3359.325660392642
2024-04-29 00:03:47,90995500.0,-1751.0760566294193
2024-04-29 00:03:52,90982000.0,-1722.8928382992744
2024-04-29 00:03:57,90984000.0,-1.50935897231102
2024-04-29 00:04:02,90973500.0,-4070.411869004369
2024-04-29 00:04:07,90963000.0,-2441.543489024043
2024-04-29 00:04:12,90962500.0,-3283.6595967262983
